Project_Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8,Latitude,Longitude,Geocoded_Address,Geocode_Quality
Callender|Tucker NHI 3,Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership,Private,,,42.280424,-71.0465821,"MA-3, DORCHESTR CTR, MA 02124, USA",full_match
Callender|Tucker NHI 4,Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership,Private,,,42.2886418,-71.0795441,"Tucker St, Boston, MA 02124, USA",full_match
Camden Street (200-2),Roxbury,02118,72,72,0,0,0,0,72,72,0,Rental,Public,,,42.3383342,-71.0818731,"Camden St, Boston, MA 02118, USA",full_match
Camfield Gardens,Roxbury,02118,102,102,0,0,0,0,102,102,0,Rental,Private,,Y,42.3372166,-71.0815908,"The Paulette K Ford Community Center 85 Lenox Street Paulette, Ford Way, Boston, MA 02118, USA",full_match
Capen Green,Dorchester,02124,18,0,18,0,0,0,18,0,18,Ownership,Private,,,42.2816224,-71.0794771,"Capen St, Boston, MA 02124, USA",full_match
Cardella (VUP),South Boston,02127,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3364553,-71.0349193,"South Boston, MA 02127, USA",full_match
Cardinal Medeiros Manor,Roxbury,02125,54,54,0,0,0,0,54,54,0,Rental,Private,Y,Y,42.3158322,-71.0773706,"11 Woodcliff St, Boston, MA 02125, USA",full_match
Caritas Centre St,Dorchester,02122,12,12,0,0,0,0,12,12,0,Rental,Private,,,42.2939972,-71.0607411,"Centre St, Boston, MA 02122, USA",full_match
Caritas Centre St. II,Dorchester,02124,11,11,0,0,0,0,11,11,0,Rental,Private,,,42.3220298,-71.1098381,"Centre St, Massachusetts, USA",full_match
Caritas SRO Refinance,Dorchester,02125,24,24,0,0,0,0,24,24,0,Rental,Private,,,42.303416,-71.0591384,"1392 Dorchester Ave, Dorchester, MA 02122, USA",full_match
Carlton House AKA: Forward Inc. rental,Jamaica Plain,02119,44,44,0,0,0,0,44,44,0,Rental,Private,,,42.32182359999999,-71.08840359999999,"Roxbury, MA 02119, USA",full_match
Carlton Wharf,East Boston,02128,30,0,30,0,0,0,30,0,30,Ownership,Private,,,42.3688574,-71.042425,"Carlton's Wharf, 99-111 Summer St, Boston, MA 02128, USA",full_match
Carol Ave. Limited Coop,Brighton,02135,33,33,0,9,9,0,24,24,0,Rental,Private,,,42.3449334,-71.1408387,"Carol Ave, Boston, MA 02135, USA",full_match
Carroll (VUP),Roxbury,02125,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.3157363,-71.0527482,"Dorchester, MA 02125, USA",full_match
Carvalho (VUP),Dorchester,02122,2,2,0,0,0,0,2,2,0,Rental,Private,,,42.3104535,-71.0618496,"427 Bowdoin St, Boston, MA 02122, USA",full_match
Cary Cottage,Roxbury,02119,10,10,0,0,0,0,10,10,0,Rental,Private,,,42.3206126,-71.0752776,"W Cottage St, Boston, MA 02119, USA",full_match
Casa Familias Unidas,Roxbury,02119,9,9,0,0,0,0,9,9,0,Rental,Private,,,42.3229262,-71.0765351,"64 Blue Hill Ave # A, Roxbury, MA 02119, USA",full_match
Casa Maria,North End,02113,84,84,0,0,0,0,84,84,0,Rental,Private,Y,Y,42.3648302,-71.0575214,"130 Endicott St, Boston, MA 02113, USA",full_match
Casa Nueva Vida,Jamaica Plain,02130,7,7,0,0,0,0,7,7,0,Rental,Private,,,42.3259772,-71.08933309999999,"48 Juniper St, Boston, MA 02119, USA",full_match
Casas Borinquen,South End,02118,36,36,0,0,0,0,36,36,0,Rental,Private,,Y,42.3154346,-71.06128029999999,"112 Stoughton St, Dorchester, MA 02125, USA",full_match
Cass House,Roxbury,02121,111,111,0,0,0,0,111,111,0,Rental,Private,,,42.3329904,-71.0810599,"Melnea Cass Blvd, Boston, MA, USA",full_match
Castle Square,South End,02116,500,500,0,0,0,0,500,500,0,Rental,Private,,Y,42.3458216,-71.0687238,"484 Tremont St, Boston, MA 02116, USA",full_match
Cathedral (2-6),South End,02118,414,414,0,0,0,0,414,414,0,Rental,Public,,,42.341004,-71.068731,"74 Union Pk, Boston, MA 02118, USA",full_match
CATHERINE H GALLAGHER COOPERATIVE HOUSING,Jamaica Plain,02130,34,34,0,0,0,0,34,34,0,Rental,Private,,Y,42.33763099999999,-71.079235,"559 Chester Square, Roxbury, MA 02118, USA",full_match
Ceinture,South Boston,02127,54,0,54,44,0,44,10,0,10,Ownership,Private,,,42.3364553,-71.0349193,"South Boston, MA 02127, USA",full_match
Central Boston Elder Services,Roxbury,02119,57,57,0,0,0,0,57,57,0,Rental,Private,Y,,42.3301896,-71.08462519999999,"2315 Washington St, Boston, MA 02119, USA",full_match
Centre/Lamartine,Jamaica Plain,02130,30,30,0,0,0,0,30,30,0,Rental,Private,,,42.3228124,-71.1005802,"Centre St & Lamartine St, Boston, MA 02130, USA",full_match
Ceylon Field Apts (orig p/o Parkchester 98u),Dorchester,02121,66,66,0,0,0,0,66,66,0,Rental,Private,,,42.3107726,-71.0727116,"Ceylon St, Boston, MA 02121, USA",full_match
Chaisson (VUP),Dorchester,02125,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.3157363,-71.0527482,"Dorchester, MA 02125, USA",full_match
Channel View Condominiums,South Boston,02127,18,0,18,16,0,16,2,0,2,Ownership,Private,,,42.3364553,-71.0349193,"South Boston, MA 02127, USA",full_match
Channel Wharf,South Boston,02127,45,0,45,40,0,40,5,0,5,Ownership,Private,,,42.3460492,-71.0368992,"Channel St, Boston, MA 02127, USA",full_match
Chapman House,East Boston,02128,30,30,0,22,22,0,8,8,0,Rental,Private,,,42.3792149,-71.0370176,"61 Eutaw St, East Boston, MA 02128, USA",full_match
Charlame Park Homes 2A&B,Roxbury,02121,41,41,0,0,0,0,41,41,0,Rental,Private,Y,Y,42.3194244,-71.0845689,"Charlame St, Boston, MA 02119, USA",full_match
Charlame Park Homes I,Roxbury,02119,92,92,0,0,0,0,92,92,0,Rental,Private,,Y,42.3194244,-71.0845689,"Charlame St, Boston, MA 02119, USA",full_match
Charles Newtowne Cooperative,Charlestown,02129,262,262,0,0,0,0,262,262,0,Rental,Private,,Y,42.3793827,-71.0565988,"89 Medford St, Charlestown, MA 02129, USA",full_match
Charles Street Gardens,Charlestown,02129,21,0,21,14,0,14,7,0,7,Ownership,Private,,,42.3827374,-71.0711354,"Charles St, Boston, MA 02129, USA",full_match
Charlesbank Cooperative Corporation,Mission Hill,02120,276,0,276,274,0,274,2,0,2,Cooperative,Private,,,42.3353525,-71.1004985,"650 Huntington Ave, Boston, MA 02115, USA",full_match
Charlestown (2-1),Charlestown,02129,1100,1100,0,0,0,0,1100,1100,0,Rental,Public,,,42.37954089999999,-71.0646337,"Charlestown, MA 02129, USA",full_match
Charlestown Elderly,Charlestown,02129,42,42,0,0,0,0,42,42,0,Rental,Private,Y,,42.37954089999999,-71.0646337,"Charlestown, MA 02129, USA",full_match
Charlestown Navy Yard Row Houses,Charlestown,02129,50,0,50,34,0,34,16,0,16,Ownership,Private,,,42.373293,-71.05662389999999,"1st Ave &, 3rd St, Charlestown, MA 02129, USA",full_match
Charlesview Apartments,Brighton,02135,260,240,20,20,20,0,240,220,20,Rental,Private,,Y,42.3620504,-71.1387805,"Litchfield St, Boston, MA 02134, USA",full_match
Chauncy House,Downtown,02111,87,87,0,0,0,0,87,87,0,Rental,Private,Y,Y,42.3528127,-71.06124129999999,"115 Chauncy St, Boston, MA 02111, USA",full_match
Cheriton Grove,West Roxbury,02132,70,70,0,7,7,0,63,63,0,Rental,Private,Y,Y,42.26066609999999,-71.1557275,"20 Cheriton Rd, West Roxbury, MA 02132, USA",full_match
Chestnut Avenue (p/o Self Help Apts),Jamaica Plain,02130,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.2930626,-71.1123354,"Chestnut Ave, Boston, MA 02130, USA",full_match
Chestnut Hill Gardens,Brighton,02135,36,0,36,32,0,32,4,0,4,Ownership,Private,,,42.3430263,-71.1535816,"Chestnut Hill Ave, Boston, MA 02135, USA",full_match
Chestnut Hill Park,Brighton,02135,47,0,47,45,0,45,2,0,2,Ownership,Private,,,42.3411047,-71.1458794,"Wilson Park, Boston, MA 02135, USA",full_match
Chestnut Hill Waterworks,Brighton,02135,108,0,108,97,0,97,11,0,11,Ownership,Private,,,,,,zip_fallback
Cheverus School Apts,East Boston,02128,48,48,0,1,1,0,47,47,0,Rental,Private,Y,,42.3837756,-71.0202006,"10 Moore St, Boston, MA 02128, USA",full_match
Chinagate Apartments,Chinatown,02111,15,15,0,0,0,0,15,15,0,Rental,Private,,Y,42.3514653,-71.0601767,"Boston, MA 02111, USA",full_match
Church St SRO,Dorchester,02122,12,12,0,0,0,0,12,12,0,Rental,Private,,,42.3087255,-71.0614992,"Church St, Boston, MA 02122, USA",full_match
City Square Elderly Housing,Charlestown,02129,120,120,0,1,1,0,119,119,0,Rental,Private,Y,Y,42.3720263,-71.0621178,"City Square, Boston, MA 02129, USA",full_match
Clarendon Square,South End,02116,60,0,60,51,0,51,9,0,9,Ownership,Private,,,42.3432814,-71.07683639999999,"198 W Brookline St, Boston, MA 02118, USA",full_match
Clarendon-Warren Condominium,South End,02116,31,0,31,21,0,21,10,0,10,Ownership,Private,,,42.3420501,-71.06849129999999,"1313 Washington St, Boston, MA 02118, USA",full_match
Cleaves Court Apts,Jamaica Plain,02119,36,36,0,0,0,0,36,36,0,Rental,Private,,,42.3138966,-71.0965132,"Cleaves St, Boston, MA 02119, USA",full_match
Cliffmont Condominium,Roslindale,02131,90,0,90,89,0,89,1,0,1,Ownership,Private,,,42.2766488,-71.1206806,"Cliffmont St, Boston, MA 02131, USA",full_match
CNY - Harborview Point (Parcel 4),Charlestown,02129,224,224,0,203,203,0,21,21,0,Rental,Private,,,42.3772505,-71.04978899999999,"250 1st Ave, Charlestown, MA 02129, USA",full_match
Codman Commons,Dorchester,02124,28,0,28,11,0,11,17,0,17,Ownership,Private,,,42.2783405,-71.073493,"Codman St, Boston, MA 02124, USA",full_match
Codman Square Apts (2-51),Dorchester,02124,102,102,0,0,0,0,102,102,0,Rental,Public,Y,,42.2826836,-71.0816336,"24 Crowell St, Boston, MA 02124, USA",full_match
Collins (Margaret) Apts (2-26),Jamaica Plain,02130,44,44,0,0,0,0,44,44,0,Rental,Public,Y,,42.3097365,-71.1151431,"Jamaica Plain, MA 02130, USA",full_match
Columbia Road/Lighthouse,Dorchester,02125,4,4,0,0,0,0,4,4,0,Rental,Private,,,42.3198144,-71.0624109,"Columbia Rd, Boston, MA 02125, USA",full_match
Columbia West,Dorchester,02125,57,57,0,0,0,0,57,57,0,Rental,Private,,,42.3094135,-71.072781,"Columbia Terrace, Boston, MA 02125, USA",full_match
Columbia-Wood Apartments,Dorchester,02121,49,49,0,1,1,0,48,48,0,Rental,Private,,Y,42.3095191,-71.0731474,"Columbia Terrace, Boston, MA 02121, USA",full_match
Comaven Apartments,Allston,02134,89,89,0,0,0,0,89,89,0,Rental,Private,,Y,42.3528712,-71.1334375,"56 Park Vale Ave, Allston, MA 02134, USA",full_match
Commerce Apartments,Jamaica Plain,02130,60,60,0,0,0,0,60,60,0,Rental,Private,,,42.3181199,-71.0817826,"376 Warren St, Boston, MA 02119, USA",full_match
"Commonwealth (2-82,-95,-96,-97)",Brighton,02135,394,394,0,0,0,0,394,394,0,Rental,Public,Y,,42.3461441,-71.1400218,"Commonwealth Ct, Boston, MA 02135, USA",full_match
Commonwealth Housing,Allston,02134,118,118,0,0,0,0,118,118,0,Rental,Private,,Y,42.3496423,-71.1319963,"Commonwealth Ave, Boston, MA 02134, USA",full_match
Concord Houses,South End,02118,181,181,0,10,10,0,171,171,0,Rental,Private,Y,,42.34063,-71.07839,"725 Tremont St, Boston, MA 02118, USA",full_match
Concord St. Elder Housing,South End,02118,40,40,0,0,0,0,40,40,0,Rental,Private,Y,Y,42.3627286,-71.0691835,"55 Fruit St, Boston, MA 02114, USA",full_match
Condor-Havre Garden Apartments,East Boston,02128,7,7,0,0,0,0,7,7,0,Rental,Private,,,42.3733837,-71.0375547,"Havre St, Boston, MA 02128, USA",full_match
Continuum (Barry's Corner),Allston,02134,325,325,0,283,283,0,42,42,0,Rental,Private,,,42.3636085,-71.1302295,"219 Western Ave, Allston, MA 02134, USA",full_match
Conway Court,Roslindale,02131,28,28,0,0,0,0,28,28,0,Rental,Private,,,42.2878298,-71.1301884,"1 Conway St, Roslindale, MA 02131, USA",full_match
Coppersmith Village Ownership,East Boston,02128,15,0,15,7,0,7,8,0,8,Ownership,Private,,,42.372432,-71.0412527,"99 Border St, Boston, MA 02128, USA",full_match
Coppersmith Village Rental,East Boston,02128,56,56,0,15,15,0,41,41,0,Rental,Private,,,42.372432,-71.0412527,"99 Border St, Boston, MA 02128, USA",full_match
Cortes Street SRO,Bay Village,02116,41,41,0,1,1,0,40,40,0,Rental,Private,,,42.3482895,-71.0705054,"Cortes St, Boston, MA 02116, USA",full_match
Costello Homes,South Boston,02127,15,0,15,7,0,7,8,0,8,Ownership,Private,,,42.3393748,-71.0526946,"Costello Cir, Boston, MA 02127, USA",full_match
Cote Village Apartments,Mattapan,02126,52,52,0,0,0,0,52,52,0,Rental,Private,,,42.2700533,-71.09700169999999,"820 Cummins Hwy #203, Mattapan, MA 02126, USA",full_match
Cote Village Townhomes,Mattapan,02126,24,24,0,0,0,0,24,24,0,Rental,Private,,,42.2700533,-71.09700169999999,"820 Cummins Hwy #203, Mattapan, MA 02126, USA",full_match
Cottage Brook Apartments,Roxbury,02125,147,147,0,0,0,0,147,147,0,Rental,Private,,Y,42.3200235,-71.0708784,"622 Dudley St, Dorchester, MA 02125, USA",full_match
Council of Elders,Roxbury,02119,145,145,0,1,1,0,144,144,0,Rental,Private,Y,Y,42.3204699,-71.0637786,"Elder St, Boston, MA 02125, USA",full_match
Court St SRO,Downtown,02108,96,96,0,0,0,0,96,96,0,Rental,Private,,,42.3591119,-71.05899,"Court St, Boston, MA 02108, USA",full_match
Courtyard at Cedar Grove,Dorchester,02124,18,0,18,16,0,16,2,0,2,Ownership,Private,,,42.2796295,-71.0603939,"Cedar Grove, Fellsway St &, Milton St, Dorchester, MA 02124, USA",full_match
Covenant House 202,Brighton,02135,242,242,0,1,1,0,241,241,0,Rental,Private,Y,Y,42.3430539,-71.1420871,"30 Washington St, Brighton, MA 02135, USA",full_match
Cox Building,Roxbury,02119,31,31,0,0,0,0,31,31,0,Rental,Private,,Y,42.3293965,-71.0897207,"Bartlett St &, Dudley St, Boston, MA 02119, USA",full_match
Crawford House Apts,Roxbury,02121,9,9,0,0,0,0,9,9,0,Rental,Private,,Y,42.3335115,-71.1113728,"352 - 364 Riverway, Boston, MA 02115, USA",full_match
Crawford Street Lodging House,Roxbury,02121,17,17,0,0,0,0,17,17,0,Rental - Supportive,Private,,,42.3128798,-71.0882589,"Crawford St, Boston, MA 02121, USA",full_match
Creighton Commons Condominiums,Jamaica Plain,02130,16,0,16,0,0,0,16,0,16,Ownership,Private,,,42.3234346,-71.1081784,"Creighton St, Boston, MA 02130, USA",full_match
Crittenton Hastings House,Brighton,02135,62,62,0,0,0,0,62,62,0,Rental,Private,,,42.3532918,-71.1657259,"10 Perthshire Rd, Boston, MA 02135, USA",full_match
Cummins Towers,Roslindale,02131,239,239,0,59,59,0,180,180,0,Rental,Private,,,42.354472,-71.06343749999999,"151 Tremont St, Boston, MA 02111, USA",full_match
D4 Police Station,South End,02136,26,0,26,24,0,24,2,0,2,Ownership,Private,,,42.3394436,-71.0692586,"650 Harrison Ave, Boston, MA 02118, USA",full_match
Dacia Residence at Beauford Green,Roxbury,02125,29,0,29,0,0,0,29,0,29,Ownership,Private,,,42.3162187,-71.0760933,"Beauford Ln, Boston, MA 02125, USA",full_match
Danube Apartments,Dorchester,02121,65,65,0,0,0,0,65,65,0,Rental,Private,,Y,42.3174514,-71.075482,"Danube St, Boston, MA 02125, USA",full_match
DaRosa (VUP),Dorchester,02122,1,1,0,0,0,0,1,1,0,Rental,Private,,,42.3565275,-71.0534125,"265 Franklin St #1702, Boston, MA 02110, USA",full_match
Dartmouth Hotel,Charlestown,02129,71,71,0,7,7,0,64,64,0,Rental,Private,,,42.3505103,-71.0796409,"181 Newbury St, Boston, MA 02116, USA",full_match
DARTMOUTH TCB,Roxbury,02118,83,83,0,0,0,0,83,83,0,Rental,Private,,,42.3429676,-71.0738128,"Dartmouth St, Boston, MA 02118, USA",full_match
Davenport Commons,Roxbury,02120,60,0,60,48,0,48,12,0,12,Ownership,Private,,,42.3379309,-71.08470410000001,"Davenport Commons A, 700 Columbus Ave, Boston, MA 02120, USA",full_match
Davis (VUP),Roxbury,02125,2,2,0,0,0,0,2,2,0,Rental,Private,,,42.2817966,-71.0481888,"Hallet Davis St, Boston, MA 02124, USA",full_match
Davison (2-34),Hyde Park,02136,47,47,0,1,1,0,46,46,0,Rental,Public,Y,,42.2574077,-71.1182354,"Davison St, Boston, MA 02136, USA",full_match
DeMarco (VUP),East Boston,02128,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.3495538,-71.0633525,"800 Washington St # 450, Boston, MA 02111, USA",full_match
Derne Street Lodging Home,Beacon Hill,02114,18,18,0,0,0,0,18,18,0,Rental,Private,,,42.3594234,-71.0636557,"Derne St, Boston, MA 02114, USA",full_match
Dexter Building,Downtown,02111,58,0,58,57,0,57,1,0,1,Ownership,Private,,,42.3303331,-71.0576502,"Dexter St, Boston, MA 02127, USA",full_match
DiGirolamo (VUP),East Boston,02128,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.36294729999999,-71.06887549999999,"55 Fruit St #148, Boston, MA 02114, USA",full_match
Dillon (VUP),Dorchester,02122,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.3531874,-71.04536019999999,"1 Marina Park Drive, Boston, MA 02210, USA",full_match
Dimock-Bragdon Apartments,Jamaica Plain,02119,54,54,0,0,0,0,54,54,0,Rental,Private,Y,Y,42.3038968,-71.1061737,"Apartment, 65 Rossmore Rd, Jamaica Plain, MA 02130, USA",full_match
Dirigo Spice Building,South Boston,02127,17,0,17,16,0,16,1,0,1,Ownership,Private,,,42.3829419,-71.0748787,"Spice St, Boston, MA 02129, USA",full_match
Disilvio (VUP),East Boston,02128,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.3695431,-71.0200613,"East Boston, MA 02128, USA",full_match
Distillery Project Phase I,South Boston,02127,28,28,0,24,24,0,4,4,0,Rental,Private,,,42.3375472,-71.0419634,"512 E 2nd St, Boston, MA 02127, USA",full_match
Ditson St Senior Housing,Dorchester,02122,40,40,0,0,0,0,40,40,0,Rental,Private,Y,,42.3009599,-71.0638393,"Ditson St, Boston, MA 02122, USA",full_match
DNA Lofts,Dorchester,02125,59,0,59,51,0,51,8,0,8,Ownership,Private,,,42.318435,-71.05587899999999,"944 Dorchester Ave, Dorchester, MA 02125, USA",full_match
Domicilia I & II,Dorchester,02122,10,10,0,0,0,0,10,10,0,Rental,Private,Y,Y,42.29671460000001,-71.0527482,"Dorchester, MA 02122, USA",full_match
Domicilia III,Jamaica Plain,02130,8,8,0,0,0,0,8,8,0,Rental,Private,,Y,42.3097365,-71.1151431,"Jamaica Plain, MA 02130, USA",full_match
Dorchester House,Dorchester,02122,91,91,0,0,0,0,91,91,0,Rental,Private,Y,Y,42.3046994,-71.0601621,"1353 Dorchester Ave, Dorchester, MA 02122, USA",full_match
Douglas Park,Roxbury,02118,166,166,0,36,36,0,130,130,0,Rental,Private,,,42.3381395,-71.0833985,"Douglass Park, Boston, MA 02118, USA",full_match
Dover Lofts,South End,02118,16,0,16,14,0,14,2,0,2,Ownership,Private,,,42.34361390000001,-71.0649991,"135 E Berkeley St, Boston, MA 02118, USA",full_match
Drayton Homes,Dorchester,02125,12,0,12,0,0,0,12,0,12,Ownership,Private,,,42.3121047,-71.070623,"Drayton Ave, Boston, MA 02125, USA",full_match
Dudley Greenville,Roxbury,02119,43,43,0,0,0,0,43,43,0,Rental,Private,,,42.3328176,-71.08479,"122 Dewitt Dr, Roxbury, MA 02120, USA",full_match
Dudley Street Apts,Roxbury,02119,26,26,0,0,0,0,26,26,0,Rental,Private,,,42.3284961,-71.0813979,"Dudley St, Boston, MA 02119, USA",full_match
Dudley Terrace,Dorchester,02125,56,56,0,2,2,0,54,54,0,Rental,Private,,,42.3180612,-71.0671691,"Dudley Terrace, Boston, MA 02125, USA",full_match
Dudley Village Phase I (North),Dorchester,02125,24,24,0,0,0,0,24,24,0,Rental,Private,,,42.320577,-71.0714984,"600 Dudley St, Dorchester, MA 02125, USA",full_match
Dudley Village Phase II (South),Dorchester,02125,26,26,0,0,0,0,26,26,0,Rental,Private,,,42.320577,-71.0714984,"600 Dudley St, Dorchester, MA 02125, USA",full_match
Dumas|Mascot Neighborhood Homes,Dorchester,02124,7,3,4,2,1,1,5,2,3,Ownership/Rental,Private,,,42.2923184,-71.0643254,"197A Centre St, Boston, MA 02124, USA",full_match
Dunmore Place,Roxbury,02119,6,6,0,0,0,0,6,6,0,Rental,Private,,,42.3258315,-71.0746702,"Dunmore St, Boston, MA 02119, USA",full_match
Dwight St Apts,South End,02118,9,9,0,0,0,0,9,9,0,Rental,Private,,,42.3443814,-71.0689678,"Dwight St, Boston, MA 02118, USA",full_match
Eagle Hill Rehab,East Boston,02128,17,17,0,0,0,0,17,17,0,Rental,Private,,,42.3806511,-71.0364051,"Eagle Hill, Boston, MA 02128, USA",full_match
East Berkeley Street,South End,02118,35,11,24,12,0,12,23,11,12,Ownership/Rental,Private,,,42.3439575,-71.0659601,"E Berkeley St, Boston, MA 02118, USA",full_match
East Canton St Apts,South End,02118,80,80,0,0,0,0,80,80,0,Rental,Private,Y,Y,42.3379756,-71.0692935,"E Canton St, Boston, MA 02118, USA",full_match
East Springfield/Northampton Streets,South End,02118,10,0,10,1,0,1,9,0,9,Ownership,Private,,,42.3369649,-71.0788007,"Northampton St, Boston, MA 02118, USA",full_match
Ebenezer Homes,South End,02118,32,32,0,0,0,0,32,32,0,Rental,Private,Y,Y,42.3615892,-71.05679959999999,"10 Marshall St, Boston, MA 02108, USA",full_match
"Echelon (Seaport Square Block M) Towers 1, 2, and 3",South Boston Waterfront,02127,717,270,447,689,246,443,28,24,4,Ownership/Rental,Private,,,42.3499902,-71.0998061,"The Towers, 140 Bay State Rd, Boston, MA 02215, USA",city_zip
Edison Green,Dorchester,02125,95,95,0,1,1,0,94,94,0,Rental,Private,Y,Y,42.3194736,-71.0580172,"Edison Green, Boston, MA 02125, USA",full_match
Edson|Peacevale NHI,Dorchester,02124,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.2860603,-71.0758462,"Peacevale Rd, Boston, MA 02124, USA",full_match
Edson|Peacevale NHI (30 Milton),Dorchester,02124,1,0,1,0,0,0,1,0,1,Rental,Private,,,42.2860603,-71.0758462,"Peacevale Rd, Boston, MA 02124, USA",full_match
Edward Everett Square,Dorchester,02125,6,0,6,4,0,4,2,0,2,Ownership,Private,,,42.320531,-71.0611655,"256 Boston St, Dorchester, MA 02125, USA",full_match
Egleston Crossing,Roxbury,02119,64,64,0,1,1,0,63,63,0,Rental,Private,,,42.3166738,-71.09767529999999,"3037 Washington St, Roxbury, MA 02119, USA",full_match
Eleven West (Lechmore Point),South Boston,02127,50,50,0,44,44,0,6,6,0,Rental,Private,,,42.3423981,-71.056951,"11 W Broadway, Boston, MA 02127, USA",full_match
